Name,DPIIT Stage,District / City,Focus Industry,Startup India Profile,Source
DEGMA ASEPSIS PRODUCT SOLUTIONS PRIVATE LIMITED,Validation,North 24 Parganas,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ce416ee4b03eeefb7fe40e.html,Startup India (DPIIT profile)
NUSHRAT GALAXY MICRO SERVICE FOUNDATION,Validation,Hooghly,Social Impact,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ce2a2ce4b03eeefb7fd7bd.html,Startup India (DPIIT profile)
SUNOWNSHINE PRIVATE LIMITED,Ideation,Jalpaiguri,Construction,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ce24cee4b03eeefb7fd52f.html,Startup India (DPIIT profile)
RENDCONNECT PRIVATE LIMITED,Validation,Kolkata,Social Network,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69cd4943e4b022c809a824d5.html,Startup India (DPIIT profile)
GREEN COMPASS GLOBAL PRIVATE LIMITED,Validation,Birbhum,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69cd492ee4b022c809a824d2.html,Startup India (DPIIT profile)
NOVYRA TECHNOLOGIES (OPC) PRIVATE LIMITED,Ideation,North 24 Parganas,AI,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ccfa24e4b0c26a54714a16.html,Startup India (DPIIT profile)
IVA NETWORK WORLD (OPC) PRIVATE LIMITED,Early Traction,Purba Bardhaman,Professional & Commercial Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ccf892e4b0c26a547148fd.html,Startup India (DPIIT profile)
NIROGDISHA PRIVATE LIMITED,Validation,South 24 Parganas,Healthcare & Lifesciences,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ccf558e4b0c26a547146ea.html,Startup India (DPIIT profile)
ADVAITA CYBERNETICS PRIVATE LIMITED,Validation,Purba Medinipur,AI,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ccdd3ee4b0c26a5471377e.html,Startup India (DPIIT profile)
CLERYN GLOBAL SOFTWARE PRIVATE LIMITED,Ideation,South 24 Parganas,IT Services,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ccd2b8e4b0c26a547131af.html,Startup India (DPIIT profile)
GETA ASIA PRIVATE LIMITED,Scaling,Kolkata,Automotive,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69cccd19e4b0c26a54712e9b.html,Startup India (DPIIT profile)
DEFENDOR DEVCON LLP,Early Traction,Kolkata,Retail,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69ccba2ae4b0c26a547121fa.html,Startup India (DPIIT profile)
IQSOLV INNOVATE PRIVATE LIMITED,Early Traction,Kolkata,Chemicals,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69cbdcede4b0c26a5470ebbf.html,Startup India (DPIIT profile)
SATWIK EARTHSTRUCTURE PRIVATE LIMITED,Validation,Purba Medinipur,Construction,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69cbc8f6e4b0c26a5470e1b5.html,Startup India (DPIIT profile)
ONEFARM AGRO INDUSTRIES PRIVATE LIMITED,Early Traction,Kolkata,Agriculture,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69cbc096e4b0c26a5470dbcb.html,Startup India (DPIIT profile)
TECNOLICK MICRO FINANCE PRIVATE LIMITED,Scaling,Nadia,Finance Technology,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69cbbedfe4b0c26a5470da7b.html,Startup India (DPIIT profile)
ASSOCIATED TOOLS & ADVANCED TECHNOLOGY INDIA PRIVATE LIMITED,Early Traction,Howrah,Aeronautics Aerospace & Defence,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69cbb065e4b0c26a5470ce10.html,Startup India (DPIIT profile)
ASHRAFIA CONSUMER PRIVATE LIMITED,Ideation,Kolkata,Food & Beverages,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69cbaf4ae4b0c26a5470ccde.html,Startup India (DPIIT profile)
TEMPLES OF INDIA PRIVATE LIMITED,Scaling,Kolkata,Education,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69cbaca5e4b0c26a5470ca46.html,Startup India (DPIIT profile)
AKMU ROBOTICS PRIVATE LIMITED,Ideation,Kolkata,Robotics,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69cba813e4b0c26a5470c609.html,Startup India (DPIIT profile)
MEHOSAIN TECH (OPC) PRIVATE LIMITED,Early Traction,Murshidabad,Construction,https://www.startupindia.gov.in/content/sih/en/profile.Startup.69cb91a5e4b0c26a5470acf4.html,Startup India (DPIIT profile)
